id,zhuhuichang,zhanting,room1,room2,haibaoqu,A,B,C,D,qiandao,fuwu,room3,room4,room5,room6,blank,label
10182,12901,1568,0,0,132,2766,0,6785,0,262,8,0,0,0,0,2640,2
10185,3047,2328,0,0,0,0,0,0,0,344,0,0,0,0,0,495,4
10192,9752,930,439,0,1058,0,0,0,9025,238,0,212,0,0,0,3231,0
10194,10184,484,0,0,0,0,0,0,0,351,9,605,0,0,0,1931,0
10196,0,0,0,0,0,0,0,0,0,32802,15,0,0,0,3061,1100,8
10201,6768,2760,0,0,0,0,0,0,0,420,7,0,0,0,0,1822,0
10202,0,745,572,0,60,3020,6807,0,0,413,0,0,0,0,0,1014,4
10204,9803,347,557,0,275,0,0,0,6844,192,0,692,0,0,0,3534,0
10205,10754,1361,576,0,150,0,0,0,2915,376,8,0,0,0,0,4878,0
10206,11096,1670,432,0,823,0,0,9218,0,510,14,0,0,0,0,4291,2
10214,13161,0,0,0,731,6625,2874,0,0,365,0,0,5361,0,0,2307,7
10216,11826,718,0,0,0,0,0,0,0,365,0,0,0,0,0,1055,0
10221,4268,0,0,0,45,0,0,0,0,339,0,0,0,0,0,1702,4
10225,6655,1309,0,0,0,0,0,0,0,193,14,0,0,0,0,970,0
10231,11832,709,530,0,1585,0,4377,0,0,344,8,332,0,0,0,3328,5
10232,0,228,538,0,39,0,0,0,0,228,0,108,0,24814,0,1251,1
10233,12033,2462,568,0,675,0,8851,0,0,423,21,0,0,0,0,3007,5
10235,0,0,389,0,770,0,0,0,9740,176,0,0,0,0,0,1244,3
10240,10207,1002,0,0,8,0,0,0,0,242,30,0,0,0,0,1804,0
10243,12422,0,0,534,0,0,0,0,0,0,20,0,0,0,0,1078,6
10245,9760,2501,490,12831,130,0,0,0,0,0,0,0,0,0,0,3073,6
10246,3763,4782,0,0,948,0,0,0,3441,195,7,0,0,0,0,4012,4
10248,1138,0,0,0,0,0,0,0,0,512,16,0,0,0,0,372,4
10249,6979,8078,287,0,1093,0,0,3234,0,273,15,729,0,0,0,3308,0
10252,12030,0,485,0,79,0,0,0,6442,172,7,0,0,0,0,3926,0
10255,0,1099,0,0,728,0,0,0,0,338,0,0,0,0,0,2509,4
10256,10525,1098,0,0,0,0,0,0,0,325,9,0,0,0,0,1012,0
10264,12169,0,0,0,32,0,0,0,0,239,7,0,0,0,0,2970,0
10265,12075,0,147,0,416,0,0,6603,0,432,18,648,0,0,0,3731,2
10271,12079,450,339,0,611,0,7869,0,0,273,19,0,0,0,0,3155,5
10272,11404,2123,317,0,973,0,0,6186,0,316,9,0,0,0,0,4746,2
10275,0,0,380,0,674,0,0,0,10873,293,0,0,0,0,0,1162,3
10280,10407,9727,531,0,336,0,0,0,2358,463,14,0,0,0,0,2570,0
10281,0,1972,448,0,723,0,0,0,5711,187,0,0,0,0,0,1038,3
10282,10229,0,0,1063,440,0,0,0,0,0,7,0,0,0,0,1541,6
10284,0,0,461,0,22,0,0,0,0,292,120,0,0,25064,0,1257,1
10292,12388,0,0,0,17,0,0,0,0,160,18,0,0,0,0,2105,0
10293,7893,500,0,0,39,0,0,0,0,293,22,360,0,0,0,3960,0
10295,10444,2929,0,0,28,0,0,0,0,290,0,576,0,0,0,1532,0
10297,0,2693,0,0,249,0,0,0,0,547,0,0,0,0,0,1054,4
10298,9168,701,0,0,0,0,0,0,0,432,0,508,0,0,0,1201,0
10300,0,0,452,0,220,0,0,0,10961,331,0,0,0,0,0,1486,3
10309,0,0,0,0,29,0,13316,0,0,14,0,0,0,0,7216,967,8
10310,0,598,0,0,108,6607,3320,0,0,212,0,71,0,0,0,2027,4
10317,12821,295,599,0,46,0,0,5966,0,324,115,0,0,0,0,4038,2
10319,11655,2369,675,0,1026,0,0,0,4339,379,17,391,0,0,0,4389,0
10324,11474,0,114,0,874,0,0,7898,0,389,0,0,0,0,0,3252,2
10325,9968,957,0,0,0,0,0,0,0,332,9,0,0,0,0,1190,0
10326,0,0,0,0,137,9253,0,0,0,240,0,0,0,0,0,2044,4
10329,11828,2851,310,0,84,0,0,6093,0,330,32,0,0,0,0,5800,2
10331,1823,0,0,0,7,0,0,0,0,240,0,0,0,0,0,2389,4
10334,12460,754,250,0,407,0,3060,5914,0,289,0,0,0,0,0,3320,2
10345,0,0,0,0,0,0,0,0,0,1732,0,0,0,0,1688,564,8
10349,9885,428,0,0,800,0,0,0,0,346,0,800,0,0,0,1823,0
10362,11579,0,0,0,13,0,0,0,0,271,0,0,0,0,0,1615,0
10367,11096,0,0,0,213,0,0,0,0,455,15,0,0,0,0,2292,0
10373,9924,319,0,0,17,0,0,0,0,249,158,659,0,0,0,3044,0
10374,12554,1494,692,0,192,0,2666,5523,0,452,0,0,0,0,0,3804,2
10375,10279,2905,0,0,410,0,0,0,0,344,17,0,0,0,0,1530,0
10382,0,8005,641,0,41,0,2793,0,0,198,122,0,0,0,0,646,4
10383,9469,1751,0,0,0,0,0,0,0,365,0,508,0,0,0,1100,0
10388,0,0,439,0,0,0,0,0,0,194,0,0,0,19763,0,630,1
10394,12166,1605,0,0,0,0,0,0,0,367,0,0,0,0,0,1536,0
10396,0,495,0,0,85,6639,3965,0,0,189,0,0,0,0,0,1298,4
10401,10785,0,814,3657,646,0,0,7284,2643,0,0,0,0,0,0,2014,6
10402,3932,2437,0,0,1049,0,0,0,0,247,17,0,0,0,0,777,4
10403,12117,487,0,0,0,0,0,0,0,416,0,0,0,0,0,873,0
10404,9934,1594,0,0,0,0,0,0,0,184,0,0,0,0,0,1166,0
10406,0,0,509,0,196,3122,6857,0,0,364,0,0,0,0,0,2027,4
10408,9772,640,0,0,0,0,0,0,0,320,15,592,0,0,0,1658,0
10409,0,423,498,0,21,0,0,0,0,439,0,0,0,19001,0,2116,1
10413,9904,1520,0,0,0,0,0,0,0,336,8,0,0,0,0,1333,0
10415,12629,1600,790,0,859,3067,0,6648,0,324,0,0,0,0,0,2043,2
10416,0,0,0,0,72,2988,7499,0,0,227,0,0,0,0,0,832,4
10418,0,0,567,0,0,0,0,0,0,456,16,588,0,18182,0,1050,1
10419,11345,358,0,0,0,0,0,0,0,239,108,0,0,0,0,1419,0
10420,11976,563,0,0,33,0,0,0,0,424,16,0,0,0,0,1915,0
10425,12003,1399,594,0,891,6801,2577,0,0,451,17,0,0,0,0,3405,5
10426,9723,0,0,210,21,0,0,0,0,0,0,0,0,0,0,1596,6
10427,11508,0,821,6403,1805,0,9455,0,0,0,8,0,0,0,0,2385,6
10430,1866,2290,0,0,23,0,0,0,0,199,15,287,0,0,0,2890,4
10431,0,0,276,0,58,0,0,0,8809,392,0,0,0,0,0,2176,3
10435,906,2015,0,0,0,0,0,0,0,405,0,0,0,0,0,499,4
10437,0,0,0,0,32,0,0,0,9916,175,0,0,0,0,0,1712,3
10439,0,0,652,0,0,0,0,0,0,323,17,0,0,24336,0,1936,1
10440,0,1157,0,0,531,9151,0,0,0,263,0,0,0,0,0,1214,4
10449,3058,1863,209,0,1245,0,0,0,4062,297,0,0,0,0,0,4108,4
10452,11973,1769,855,0,1362,0,0,5660,0,217,0,0,0,0,0,3555,2
10455,0,0,601,0,24,0,0,0,10184,185,0,0,0,0,0,1066,3
10460,0,1065,838,0,936,0,0,6476,0,365,18,88,0,0,0,1279,4
10461,8080,2357,541,0,492,0,0,0,7332,207,0,600,0,0,0,4030,0
10463,1917,2505,0,9647,71,0,0,8021,0,0,146,637,0,0,0,3754,6
10465,0,1321,0,0,0,0,0,0,0,530,14,0,0,0,0,2079,4
10469,6413,990,0,0,17,0,0,0,0,457,32,253,0,0,0,1609,0
10473,10375,0,0,0,0,0,0,0,0,231,15,555,0,0,0,1759,0
10479,10075,7816,471,0,55,2071,0,0,0,303,0,0,0,0,0,3577,0
10482,11669,0,0,0,0,0,0,0,0,451,15,104,0,0,0,1095,0
10484,10460,325,0,0,0,0,0,0,0,385,0,399,0,0,0,863,0
10487,6795,1467,0,0,0,0,0,0,0,207,0,0,0,0,0,1043,0
10490,12059,1376,304,0,34,0,0,9274,0,323,9,0,0,0,0,3010,2
10492,12089,1045,136,0,376,0,0,6227,0,354,0,0,0,0,0,5821,2
10495,12128,1756,735,0,127,0,5003,0,0,406,0,0,0,0,0,4194,5
10500,12080,774,469,0,67,0,5627,0,0,338,0,266,0,0,0,3610,5
10502,10911,2119,0,13806,131,0,0,0,3184,0,0,364,0,0,0,2314,6
10508,11595,2764,598,0,415,0,0,7051,0,252,0,229,0,0,0,4434,2
10509,0,1003,574,0,153,6230,0,4097,0,354,0,0,0,0,0,1272,4
10511,4274,593,0,0,0,0,0,0,0,367,8,0,0,0,0,764,4
10512,10965,0,563,6883,47,0,0,0,9380,0,0,0,0,0,0,2806,6
10516,10567,2855,0,0,22,0,0,0,0,475,0,336,0,0,0,1355,0
10517,12440,1194,671,0,726,0,0,9322,0,185,0,0,0,0,0,2908,2
10518,11581,0,318,0,520,0,7883,0,0,308,10,0,0,0,0,3633,5
10522,9545,3141,584,0,288,0,0,0,3409,402,8,0,0,0,0,3359,0
10526,11227,62,0,0,33,0,0,0,0,223,8,819,0,0,0,900,0
10528,10240,8032,598,0,642,0,0,0,0,238,16,0,0,0,0,2758,0
10529,8597,2798,0,0,0,0,0,0,0,338,7,0,0,0,0,1018,0
10532,11055,632,0,0,0,0,0,0,0,401,0,318,0,0,0,783,0
10537,0,0,834,0,103,5859,3130,0,0,280,0,0,0,0,0,2092,4
10538,0,0,385,0,73,0,0,0,5590,428,0,0,0,0,0,2171,3
10539,11789,941,0,0,0,0,0,0,0,315,8,0,0,0,0,1421,0
10540,6797,4002,0,0,0,0,0,0,0,159,0,0,0,0,0,815,0
10545,0,0,403,0,21,0,0,0,0,189,7,61,0,20074,0,1232,1
10546,12306,1010,714,0,503,2331,0,4658,0,232,9,0,0,0,0,3739,2
10548,0,0,780,0,53,7075,0,0,0,372,0,0,0,0,0,1631,4
10551,3818,120,526,0,172,0,0,9145,0,149,0,0,0,0,0,4211,2
10561,7695,0,0,0,465,0,0,0,0,348,34,405,0,0,0,2958,0
10564,10561,675,372,0,909,0,5373,0,0,477,20,303,0,0,0,2613,5
10565,11912,0,530,3341,110,7013,2816,0,0,0,28,0,0,0,0,4364,6
10567,3138,0,0,0,26,0,0,0,0,211,0,0,0,0,0,1710,4
10571,0,0,402,0,8,0,0,0,0,210,0,0,0,20672,0,675,1
10572,12345,0,879,5467,153,3601,6531,0,0,0,0,0,0,0,0,2514,6
10577,12031,39,466,0,751,1165,3030,5432,0,464,0,0,0,0,0,2602,2
10578,0,0,551,0,625,0,0,0,10281,272,0,0,0,0,0,1014,3
10579,9696,445,0,0,0,0,0,0,0,350,144,507,0,0,0,1738,0
10594,11018,0,0,7532,1434,1242,8787,0,0,0,0,0,0,0,0,2323,6
10601,0,0,0,0,1012,0,0,0,10643,231,0,0,0,0,0,297,3
10603,11984,0,659,0,320,1761,8011,0,0,353,7,0,0,0,0,3435,5
10606,0,130,215,0,76,0,0,0,10262,351,154,0,0,0,0,1807,3
10607,3099,0,0,0,0,0,0,0,0,285,14,0,0,0,0,415,4
10608,9667,0,0,0,449,0,0,0,0,442,15,0,0,0,0,2323,0
10609,12637,2174,651,0,1012,0,0,5511,0,427,17,0,0,0,0,3596,2
10615,11952,6857,980,0,82,0,0,2629,0,193,15,244,0,0,0,3796,2
10620,10972,2574,635,0,519,0,0,8096,0,186,0,0,0,0,0,3676,2
10621,12105,1886,309,0,79,0,0,8185,0,294,0,775,0,0,0,3489,2
10628,11934,2092,309,0,571,0,0,0,6741,362,8,793,0,0,0,2777,0
10629,11876,688,488,0,32,0,0,5740,0,320,8,0,0,0,0,3740,2
10630,6834,1425,0,0,0,0,0,0,0,237,9,0,0,0,0,806,0
10631,10408,2793,626,0,171,0,0,0,6965,252,0,0,0,0,0,5666,0
10633,12100,252,763,3570,109,0,0,10093,0,0,0,748,0,0,0,2277,6
10634,0,1133,656,0,0,0,0,0,0,299,0,0,0,24335,0,1705,1
10636,0,0,745,0,113,1833,5010,2297,0,231,0,0,0,0,0,1877,4
10638,0,0,0,0,0,0,0,0,0,7,34990,0,0,0,1766,721,8
10643,12420,1406,496,0,870,0,0,5715,0,376,0,0,0,0,0,3586,2
10648,0,0,0,0,60,0,0,9973,0,412,0,0,0,0,0,1341,4
10649,10202,1569,0,0,35,0,0,0,0,178,8,0,0,0,0,1053,0
10652,3805,0,0,0,9,0,0,0,0,225,0,0,0,0,0,746,4
10656,11896,897,459,0,128,0,0,0,6719,250,25,214,0,0,0,6499,0
10657,11632,310,192,0,242,0,0,5930,2764,422,0,297,0,0,0,3765,2
10659,12100,404,447,0,481,0,9063,0,0,433,0,407,0,0,0,3226,5
10660,11705,0,0,0,0,0,0,0,0,300,19,0,0,0,0,1562,0
10661,9197,1441,0,0,168,0,0,0,0,193,16,0,0,0,0,1982,0
10662,0,914,420,0,113,3318,2580,3505,0,235,0,0,0,0,0,1658,4
10666,12387,10604,444,0,187,0,0,2044,0,367,41,0,0,0,0,2932,0
10668,6391,0,0,1848,684,0,0,0,0,0,0,0,0,0,0,834,6
10669,12157,713,500,0,379,0,0,9008,0,362,7,124,0,0,0,3948,2
10670,0,0,0,0,77,2317,5632,0,0,307,0,0,0,0,0,825,4
10672,0,0,390,0,142,6422,0,0,0,204,0,0,0,0,0,1958,4
10673,0,541,0,0,48,0,0,10038,0,274,0,0,0,0,0,2072,4
10680,11871,3566,828,0,420,0,5762,0,0,348,8,628,0,0,0,3395,5
10683,10137,65,0,0,87,0,0,0,0,350,0,0,0,0,0,1847,0
10685,12407,572,0,0,185,0,0,0,0,398,11,0,0,0,0,1393,0
10687,0,0,500,0,113,8770,0,0,0,364,0,0,0,0,0,1823,4
10690,0,527,299,0,1547,0,0,0,5927,424,0,0,0,0,0,1671,3
10693,0,0,0,0,1074,0,0,0,9375,183,0,0,0,0,0,789,3
10695,0,1118,0,0,0,0,0,0,0,472,15,0,0,0,0,2749,4
10698,11833,640,0,0,0,0,0,0,0,232,16,0,0,0,0,1550,0
10701,11479,318,852,0,1128,0,2991,6536,0,242,0,438,0,0,0,2532,2
10703,0,1033,660,0,1081,0,0,0,9887,386,0,0,0,0,0,706,3
10704,10735,54,0,0,0,0,0,0,0,131,123,686,0,0,0,2322,0
10705,0,1745,0,0,11,0,0,0,13436,14,0,0,0,0,5785,2306,8
10708,11609,2421,679,0,989,0,0,5860,0,229,28,465,0,0,0,2948,2
10709,0,0,478,0,270,6893,3872,0,0,170,0,0,0,0,0,566,4
10711,9820,0,0,0,253,0,0,0,0,222,0,90,0,0,0,2048,0
10712,0,1693,543,0,164,0,0,0,6171,162,0,0,0,0,0,3294,3
10713,10098,890,0,0,15,0,0,0,0,257,79,443,0,0,0,1193,0
10721,11034,0,450,0,95,2113,4023,0,0,323,18,714,0,0,0,4311,5
10723,0,377,554,0,137,2233,4622,0,0,319,0,0,0,0,0,1909,4
10725,10857,1260,0,0,16,0,0,0,0,472,145,611,0,0,0,1983,0
10727,0,0,359,0,495,0,0,7810,0,476,0,0,0,0,0,1348,4
10731,0,1570,0,0,1426,0,0,0,0,533,64,0,0,0,0,846,4
10736,0,0,767,0,809,6901,4032,0,0,454,0,0,0,0,0,750,4
10737,10225,3093,590,0,196,0,0,0,5532,201,29,456,0,0,0,5833,0
10740,3667,3014,520,0,479,0,0,0,7492,207,0,0,0,0,0,5027,3
10744,0,437,375,0,0,0,0,0,0,225,9,33,0,25083,0,944,1
10750,4321,2552,0,0,30,0,0,0,0,384,23,542,0,0,0,2286,4
10757,12294,900,538,0,389,0,0,6311,0,294,0,0,0,0,0,3143,2
10758,10571,3629,455,0,533,0,0,0,2291,320,15,0,0,0,0,5384,0
10760,0,0,0,0,399,6465,3758,0,0,266,0,0,0,0,0,1391,4
10761,12270,605,391,0,46,0,0,0,6634,214,25,0,0,0,0,3827,0
10762,0,0,0,0,0,0,0,0,0,0,34243,0,0,0,1751,1126,8
10765,0,129,557,0,118,5993,3116,0,0,443,0,0,0,0,0,3380,4
10766,10601,4404,149,0,85,0,4990,0,0,389,8,106,0,0,0,4707,5
10772,10591,1171,0,0,0,0,0,0,0,282,24,0,0,0,0,1239,0
10774,11962,0,518,0,542,6265,3353,0,0,410,21,0,0,0,0,2793,5
10775,0,0,720,0,96,1782,5180,0,0,200,0,0,0,0,0,2397,4
10776,0,1426,0,0,39,0,0,0,0,390,0,0,0,0,0,1563,4
10777,10034,1037,0,0,0,0,0,0,0,202,0,0,0,0,0,489,0
10780,0,155,404,0,15,0,0,0,0,327,14,469,0,19718,0,1592,1
10781,12034,229,1276,10821,731,2938,0,0,0,0,0,625,0,0,0,2135,6
10785,9608,180,0,0,37,0,0,0,0,244,14,0,0,0,0,2692,0
10790,0,0,311,0,864,0,0,0,5654,156,0,0,0,0,0,1935,3
10791,11846,766,459,0,928,3467,5841,0,0,208,49,525,0,0,0,5042,5
10796,0,31,0,0,90,0,0,0,9176,349,112,0,0,0,0,2865,3
10803,0,0,669,0,1057,2720,6008,0,0,263,0,0,0,0,0,1851,4
10804,12389,0,0,0,248,0,0,0,0,477,0,0,0,0,0,2272,0
10807,0,2526,411,0,39,0,0,0,4453,163,17,0,0,0,0,3552,3
10812,10377,0,0,0,0,0,0,0,0,363,25,298,0,0,0,2239,0
10817,6621,1204,0,0,0,0,0,0,0,229,0,120,0,0,0,875,0
10818,11836,808,289,0,700,0,8575,0,0,287,8,130,0,0,0,3375,5
10819,0,0,378,0,1046,0,0,6028,0,273,0,0,0,0,0,1378,4
10821,11525,61,0,0,315,0,0,0,0,221,7,0,0,0,0,2250,0
10826,11846,2997,339,0,669,0,0,4938,0,254,7,0,0,0,0,5013,2
10829,0,1403,0,0,1449,0,0,0,0,280,7,83,0,0,0,1032,4
10830,11910,919,0,0,0,0,0,0,0,297,8,706,0,0,0,1624,0
10832,0,0,0,0,94,0,0,10368,0,264,0,0,0,0,0,1200,4
10835,11893,312,0,0,947,0,5771,0,0,386,0,0,0,0,0,3082,5
10836,12185,790,836,0,37,1506,0,5052,0,246,15,0,0,0,0,3228,2
10837,0,127,527,0,786,3044,0,7162,0,234,71,0,0,0,0,781,4
10854,3414,8313,0,0,0,0,0,0,0,320,12,0,0,0,0,738,4
10855,9859,644,0,0,0,0,0,0,0,393,10,727,0,0,0,1155,0
10858,8895,0,0,0,8,0,0,0,0,153,33,442,0,0,0,2050,0
10861,4326,0,0,0,0,0,0,0,0,310,0,0,0,0,0,771,4
10863,8380,115,0,0,0,0,0,0,0,132,0,0,0,0,0,2303,0
10865,11994,1132,0,0,0,0,0,0,0,243,7,0,0,0,0,1234,0
10870,11999,3170,666,0,363,0,0,0,6082,371,14,0,0,0,0,3609,0
10873,0,438,675,0,68,0,0,6889,2782,334,0,75,0,0,0,2011,4
10876,12015,0,710,3996,882,0,0,7371,3015,0,9,0,0,0,0,2540,6
10877,0,0,0,0,102,6132,3447,0,0,249,0,0,0,0,0,1341,4
10879,12497,2257,444,0,888,0,4397,0,0,297,14,0,0,0,0,4281,5
10880,12731,770,0,0,0,0,0,0,0,348,7,656,0,0,0,809,0
10882,11819,1478,149,0,667,0,2882,6148,0,321,18,0,0,0,0,4038,2
10883,0,3772,0,0,0,0,0,0,0,390,0,0,0,0,0,811,4
10884,12153,1097,462,0,874,1374,3027,5584,0,466,33,446,0,0,0,2439,2
10887,12472,656,122,0,102,0,0,6341,3109,486,0,0,0,0,0,3119,2
10891,9484,1898,0,0,26,0,0,0,0,200,91,0,0,0,0,1101,0
10894,11823,0,1286,11208,395,2816,0,0,0,0,0,0,0,0,0,2987,6
10896,0,0,0,0,21,0,5614,0,0,450,0,0,0,0,0,1042,4
10897,9847,137,360,12362,630,0,0,0,2730,0,0,0,0,0,0,2754,6
10898,0,0,378,0,1114,6623,3890,0,0,398,0,0,0,0,0,1206,4
10904,0,0,309,0,57,0,0,0,7488,337,0,0,0,0,0,2487,3
10915,0,11824,0,0,0,0,0,0,0,418,0,143,0,0,0,243,4
10918,7326,1368,0,0,13,0,0,0,0,476,15,566,0,0,0,3371,0
10921,3743,0,0,0,68,0,0,0,0,222,0,99,0,0,0,1091,4
10925,0,631,985,0,670,2528,0,3808,0,254,0,0,0,0,0,1497,4
10926,0,899,0,0,1577,0,0,0,0,370,0,0,0,0,0,785,4
10927,8448,441,0,0,0,0,0,0,0,341,26,624,0,0,0,1833,0
10930,12358,824,0,0,0,0,0,0,0,239,0,0,0,0,0,823,0
10931,12336,451,610,0,144,1674,8484,0,0,241,0,0,0,0,0,3468,5
10932,4263,0,0,0,316,0,0,0,4988,273,15,0,11982,0,0,2830,7
10933,0,0,451,0,137,0,0,0,0,315,82,0,0,19564,0,1298,1
10935,0,0,564,0,7,0,0,0,0,283,15,674,0,19071,0,2164,1
10936,7467,2148,0,0,616,0,0,0,0,283,14,849,0,0,0,2689,0
10937,2918,2493,402,0,599,0,0,0,3725,181,7,0,0,0,0,8594,4
10941,12060,306,0,0,371,0,0,0,0,226,9,0,0,0,0,1372,0
10943,11970,83,143,0,1131,0,0,0,9439,253,23,0,0,0,0,5164,0
10949,10545,1785,250,0,65,0,0,0,3754,390,0,0,0,0,0,4060,0
10955,12412,0,0,0,0,0,0,0,0,284,0,0,0,0,0,2126,0
10957,11943,0,549,11193,331,0,4028,0,0,0,0,0,0,0,0,2296,6
10959,0,2196,0,0,1369,1235,6211,0,0,192,54,0,0,0,0,971,4
10961,9679,1180,0,0,0,0,0,0,0,373,15,698,0,0,0,1847,0
10967,1194,1597,0,0,0,0,0,0,0,415,0,0,0,0,0,934,4
10969,9500,0,0,0,15,0,0,0,0,329,0,0,0,0,0,2255,0
10975,7394,6512,0,0,1357,0,2827,0,0,257,7,0,0,0,0,3878,0
10976,11889,741,0,0,695,953,2970,0,0,178,0,439,0,0,0,3674,5
10977,11803,147,0,0,153,1694,0,4667,0,318,0,0,0,0,0,3716,2
10981,0,0,564,0,16,0,0,0,0,184,28,650,0,18421,0,2948,1
10982,12096,0,483,0,65,0,7517,0,0,256,26,0,0,0,0,4216,5
10983,11796,234,63,0,376,0,9046,0,0,320,21,647,0,0,0,3846,5
10984,11937,391,0,0,31,0,0,0,0,372,9,0,0,0,0,2158,0
10985,12413,252,0,0,0,0,0,0,0,351,0,0,0,0,0,1576,0
10986,11894,822,755,0,90,3292,0,6295,0,469,10,0,0,0,0,3636,2
10993,11523,438,115,0,862,1603,8277,0,0,241,0,0,0,0,0,3202,5
10996,10400,1221,535,11052,685,0,0,0,2143,0,0,0,0,0,0,2333,6
10997,11731,2670,107,0,246,3334,6610,0,0,460,0,171,0,0,0,4073,5
