id,zhuhuichang,zhanting,room1,room2,haibaoqu,A,B,C,D,qiandao,fuwu,room3,room4,room5,room6,blank,label
10174,0,1044,0,0,144,2874,5958,0,0,377,0,0,0,0,0,2568,5
10178,9229,2561,0,0,200,0,0,0,9432,359,22,0,0,0,0,5221,1
10181,9957,0,658,13271,56,2859,0,0,0,0,0,0,0,0,0,3724,6
10183,2185,2647,1029,0,986,0,0,5324,0,351,0,0,0,0,0,4504,2
10185,9957,0,0,0,181,0,6745,3216,0,537,0,0,0,0,0,4451,4
10186,0,3213,0,0,680,2251,7137,0,0,394,0,0,0,0,0,1874,5
10188,0,3340,0,0,791,0,0,0,10570,248,7,0,0,0,0,1599,2
10190,0,3344,0,0,789,0,0,0,0,363,0,0,0,0,0,664,2
10192,6720,2384,0,0,451,9681,0,0,0,237,0,0,0,0,0,4161,1
10193,9798,3337,975,0,77,0,6822,0,0,346,21,0,0,0,0,4572,4
10194,10264,8484,1225,0,529,0,0,0,0,461,0,0,0,0,0,5027,1
10196,0,0,0,0,15,0,0,0,0,30173,0,0,0,0,3023,1147,8
10204,6911,0,0,0,0,0,0,0,0,174,0,0,0,0,0,1602,1
10205,9931,813,1116,0,162,0,6395,0,0,314,0,0,0,0,0,4948,4
10206,1772,896,0,0,0,0,0,0,0,482,0,0,0,0,0,2489,2
10214,10419,0,993,0,558,0,0,0,0,334,32,0,15702,0,0,3001,7
10215,10637,2106,949,0,921,0,0,5332,0,332,0,488,0,0,0,2687,0
10216,10169,0,0,0,0,0,0,0,0,345,9,0,0,0,0,2070,1
10217,0,2407,0,0,58,0,0,0,0,437,0,0,0,0,0,1134,2
10218,7301,1362,0,0,1065,0,0,0,5370,342,25,0,0,0,0,2119,1
10221,2514,5225,1275,0,1857,4937,2528,0,0,321,0,700,0,0,0,5850,5
10225,8536,1443,0,0,0,0,0,0,0,311,24,0,0,0,0,1663,1
10228,0,468,0,0,64,0,0,0,9706,347,0,0,0,0,0,1787,2
10231,9035,720,857,0,233,3571,4850,0,0,384,16,0,0,0,0,3855,4
10232,0,0,875,0,0,0,0,0,0,211,0,0,0,25776,0,782,3
10233,6653,297,0,0,0,0,0,0,0,449,0,0,0,0,0,1556,1
10236,0,0,0,0,1181,0,0,9173,0,339,0,0,0,0,0,1092,2
10240,10136,2623,2076,0,287,0,0,4046,0,206,14,0,0,0,0,3051,0
10243,9832,0,994,10557,60,0,0,4275,0,0,7,0,0,0,0,3281,6
10245,10106,0,0,6460,154,0,0,9703,0,0,0,0,0,0,0,3371,6
10246,2598,1081,0,0,0,0,0,0,0,172,17,0,0,0,0,303,2
10249,0,5409,1339,0,37,2641,0,0,0,223,18,0,0,0,0,2134,2
10252,9936,0,1338,0,202,0,0,6066,0,260,11,0,0,0,0,4432,0
10256,10407,913,0,0,0,0,0,0,0,271,8,0,0,0,0,2047,1
10261,0,3697,1302,0,23,0,4310,0,0,436,7,76,0,0,0,2842,5
10264,10140,3643,695,0,938,0,0,6689,0,249,18,0,0,0,0,3402,0
10265,8649,1121,0,0,664,2523,6358,0,0,457,8,0,0,0,0,2971,4
10266,9564,0,0,0,960,0,7961,0,0,358,8,183,0,0,0,4111,4
10271,9439,2233,780,0,72,0,0,6130,0,328,25,0,0,0,0,6116,0
10272,9846,65,700,0,564,2421,0,5843,0,321,21,0,0,0,0,4473,0
10275,0,1439,0,0,687,0,0,0,0,306,0,0,0,0,0,1068,2
10279,0,346,0,0,117,3181,7283,0,0,278,0,0,0,0,0,1775,5
10280,9674,4040,0,0,1476,1121,8245,0,0,452,16,0,0,0,0,4176,4
10282,10465,0,0,5899,145,0,0,3107,7525,0,0,0,0,0,0,2550,6
10284,0,0,1146,0,7,0,0,0,0,352,0,0,0,25393,0,1169,3
10289,9912,1759,0,0,337,0,6539,3168,0,306,19,0,0,0,0,4412,4
10290,0,3488,583,0,43,0,0,0,9628,290,0,0,0,0,0,2058,2
10291,0,203,0,0,0,0,0,0,0,342,0,0,0,0,0,408,2
10292,10734,1168,0,0,95,2271,5841,0,0,138,0,414,0,0,0,3326,4
10293,10587,267,467,0,1929,0,8052,0,0,391,0,0,0,0,0,4053,4
10295,9619,0,1608,0,456,0,5775,0,0,238,0,0,0,0,0,3659,4
10296,10472,0,0,0,800,2373,5665,0,0,412,0,0,0,0,0,3242,4
10298,9697,1196,840,0,122,0,7291,0,0,500,11,581,0,0,0,6250,4
10301,0,2355,0,0,0,0,0,0,0,402,69,0,0,0,0,195,2
10305,0,2305,0,0,404,0,0,0,0,309,0,0,0,0,0,633,2
10309,0,0,0,0,24,0,12848,0,0,8,0,0,0,0,7283,1077,8
10311,4299,5320,1918,0,1216,2401,0,0,0,270,0,0,0,0,0,2506,2
10314,0,1822,0,0,1470,0,0,0,0,393,0,89,0,0,0,999,2
10316,0,3563,0,0,0,0,0,0,0,123,0,0,0,0,0,746,2
10317,8955,11370,983,0,553,0,0,0,0,326,8,168,0,0,0,2074,1
10319,9428,726,1331,0,585,1331,6009,0,0,353,8,333,0,0,0,3518,4
10320,9149,1767,0,0,80,0,7513,0,0,348,16,0,0,0,0,4255,4
10321,9938,5830,1261,0,74,0,0,3765,0,459,14,0,0,0,0,3490,0
10322,0,1358,0,0,0,0,0,0,0,181,50,0,0,0,0,1643,2
10324,9205,0,0,0,11,0,0,0,0,397,0,0,0,0,0,2054,1
10325,10061,0,0,0,907,0,0,8343,0,401,24,0,0,0,0,3575,0
10326,0,0,1888,0,425,0,5302,0,0,203,0,0,0,0,0,1868,5
10329,9706,60,0,0,8,0,0,0,0,386,10,0,0,0,0,1740,1
10331,9288,4100,943,0,635,0,0,0,6625,244,0,0,0,0,0,3424,1
10334,8811,0,0,0,17,0,0,0,0,298,10,0,0,0,0,2130,1
10336,0,3139,0,0,0,0,0,0,0,215,0,0,0,0,0,676,2
10339,0,3349,0,0,0,0,0,0,0,250,64,0,0,0,0,540,2
10341,0,2193,0,0,57,0,0,0,0,256,14,0,0,0,0,1975,2
10345,0,0,0,0,0,0,0,0,0,31524,0,0,0,0,1813,690,8
10346,0,0,0,0,1920,4329,6201,0,0,290,0,0,0,0,0,1022,5
10347,0,2709,1147,0,476,0,5931,0,0,414,7,102,0,0,0,1821,5
10349,9811,758,0,0,0,0,0,0,0,423,0,756,0,0,0,796,1
10359,0,211,500,0,142,5807,3104,0,0,297,103,0,0,0,0,1658,5
10362,10219,192,1302,0,555,0,4748,0,0,278,0,0,0,0,0,5120,4
10367,10512,3726,666,0,222,0,2283,4394,0,433,0,0,0,0,0,4084,0
10370,0,3030,1725,0,72,0,0,5646,0,430,0,0,0,0,0,1738,2
10373,10167,78,0,0,0,0,0,0,0,300,0,536,0,0,0,1603,1
10374,1269,2891,0,0,1087,0,0,0,0,397,19,674,0,0,0,3399,2
10375,10188,0,0,0,472,0,0,0,0,432,8,0,0,0,0,1324,1
10379,0,0,0,0,0,0,0,0,0,305,15,0,0,0,0,1564,2
10381,9947,793,0,0,1240,3168,6060,0,0,438,0,0,0,0,0,4233,4
10382,0,3283,0,0,109,2854,7329,0,0,251,136,0,0,0,0,3303,5
10383,9916,882,0,0,482,0,0,0,0,301,15,0,0,0,0,1431,1
10386,0,3453,0,0,110,0,9356,0,0,314,0,0,0,0,0,2428,5
10387,9994,0,402,0,1169,0,0,7249,0,260,0,0,0,0,0,3980,0
10388,0,0,439,0,21,0,0,0,0,219,32,667,0,19751,0,2432,3
10391,0,3353,512,0,730,0,0,0,6976,446,0,0,0,0,0,1468,2
10394,10180,2623,793,0,267,0,0,4044,0,327,30,74,0,0,0,4654,0
10397,9315,4895,1871,0,52,3245,0,0,0,417,0,580,0,0,0,3730,1
10399,0,0,0,0,1233,3170,7065,0,0,271,0,0,0,0,0,533,5
10401,7684,0,1550,11160,313,0,5725,0,0,0,0,0,0,0,0,3479,6
10402,10496,1277,0,0,97,0,0,7905,0,320,15,0,0,0,0,5155,0
10403,10109,572,0,0,0,0,0,0,0,388,0,0,0,0,0,2603,1
10404,9441,0,0,0,0,0,0,0,0,173,0,0,0,0,0,1861,1
10405,0,2338,0,0,128,0,0,2764,7132,437,0,0,0,0,0,2867,2
10408,9665,633,955,0,906,0,0,5039,0,396,0,336,0,0,0,3157,0
10409,0,0,412,0,0,0,0,0,0,474,0,0,0,19998,0,902,3
10413,9836,224,0,0,0,0,0,0,0,289,9,645,0,0,0,1118,1
10414,0,2870,0,0,1146,0,0,0,0,510,109,0,0,0,0,523,2
10415,9745,379,0,0,0,0,0,0,0,344,13,717,0,0,0,1503,1
10417,0,2464,0,0,393,0,0,0,0,334,0,0,0,0,0,688,2
10418,0,0,517,0,7,0,0,0,0,484,20,654,0,18425,0,2151,3
10419,10280,10461,724,0,0,0,0,0,0,277,0,105,0,0,0,4778,1
10420,10337,3872,800,0,479,0,5464,0,0,383,16,0,0,0,0,4289,4
10425,4079,4166,0,0,27,0,0,0,0,454,0,504,0,0,0,3956,2
10426,10065,0,0,6109,150,0,0,2981,7005,0,0,0,0,0,0,2723,6
10427,8549,1947,0,7387,737,3123,6873,0,0,0,0,0,0,0,0,2848,6
10429,0,4704,1553,0,74,2232,0,0,0,439,7,0,0,0,0,2688,2
10430,10315,0,0,0,1016,0,0,8963,0,211,20,0,0,0,0,4483,0
10434,0,2741,0,0,908,0,0,0,0,271,0,0,0,0,0,632,2
10435,7816,992,0,0,0,0,0,0,0,411,9,0,0,0,0,643,1
10437,0,2093,0,0,59,0,0,0,0,230,0,0,0,0,0,1321,2
10439,0,0,938,0,9,0,0,0,0,315,0,0,0,24310,0,1074,3
10440,0,0,0,0,388,0,0,0,0,234,0,0,0,0,0,929,2
10447,0,2298,0,0,0,0,0,0,0,429,7,99,0,0,0,1040,2
10448,0,1331,0,0,1345,0,0,0,0,583,7,0,0,0,0,1435,2
10449,1788,0,0,0,508,0,0,0,0,289,16,0,0,0,0,1167,2
10452,9614,342,0,0,0,0,0,0,0,180,0,0,0,0,0,2342,1
10454,0,397,0,0,174,4210,6873,0,0,282,0,0,0,0,0,2073,5
10455,0,0,0,0,56,0,0,0,0,248,0,0,0,0,0,1324,2
10457,0,2965,0,0,0,0,0,0,0,255,0,106,0,0,0,226,2
10458,0,3840,1630,0,1141,0,0,6508,0,413,0,0,0,0,0,1147,2
10461,9909,1171,1107,0,136,0,7370,0,0,204,0,0,0,0,0,5514,4
10462,0,2249,0,0,43,0,0,0,0,461,0,0,0,0,0,1044,2
10463,10200,0,0,7408,144,3047,0,5971,0,0,0,0,0,0,0,3875,6
10467,11441,0,341,0,70,0,4156,0,0,370,7,0,10830,0,0,3781,7
10469,9569,1968,507,0,101,0,7087,0,0,491,19,338,0,0,0,4759,4
10473,9223,0,1045,0,196,0,0,0,6249,176,33,506,0,0,0,5472,1
10474,6293,1627,0,0,0,0,0,0,0,392,10,0,0,0,0,1331,1
10476,0,1308,0,0,0,0,0,0,0,151,0,82,0,0,0,522,2
10479,8643,4488,458,0,4241,2744,0,0,0,332,0,0,0,0,0,5376,1
10481,9610,842,1218,0,635,1870,6955,0,0,465,7,0,0,0,0,4106,4
10482,9975,2414,1597,0,705,0,5236,0,0,505,8,83,0,0,0,4305,4
10483,0,3507,0,0,389,0,0,0,8363,475,0,165,0,0,0,1942,2
10484,8810,3406,985,0,112,2022,5493,0,0,356,7,0,0,0,0,5149,4
10485,0,2581,0,0,0,0,0,0,0,381,0,0,0,0,0,1103,2
10487,9698,1249,0,0,0,0,0,0,0,209,0,0,0,0,0,1325,1
10488,10199,417,1246,0,934,0,6364,0,0,289,10,0,0,0,0,2922,4
10490,0,1270,0,0,240,0,0,0,0,346,0,0,0,0,0,2377,2
10492,10005,3350,733,0,1796,0,0,4943,0,360,15,0,0,0,0,5576,0
10493,0,342,0,0,0,0,0,0,0,463,0,0,0,0,0,429,2
10494,10298,1970,0,0,758,0,0,2525,6450,400,0,131,0,0,0,3669,1
10495,10436,270,1326,0,667,0,5905,0,0,375,25,0,0,0,0,3950,4
10498,0,1982,0,0,840,0,0,0,0,453,0,0,0,0,0,375,2
10500,9479,78,0,0,0,0,0,0,0,255,7,0,0,0,0,2038,1
10502,10376,2296,0,6895,43,0,0,3010,5761,0,0,0,0,0,0,2946,6
10504,0,0,0,0,813,0,0,9133,0,377,0,0,0,0,0,1515,2
10506,0,0,0,0,0,0,0,0,0,250,70,0,0,0,0,1379,2
10508,9665,0,1463,0,592,0,0,5685,0,307,31,645,0,0,0,6136,0
10511,9648,2394,0,0,349,0,0,2197,6171,316,8,0,0,0,0,3368,1
10512,9918,0,769,9624,426,0,5778,0,0,0,0,0,0,0,0,2865,6
10513,5183,7581,1057,0,144,2076,0,1993,0,287,91,590,0,0,0,6765,1
10514,8354,501,1108,0,168,0,0,5452,0,320,25,498,0,0,0,4428,0
10516,10107,323,1204,0,500,0,0,7034,0,396,16,0,0,0,0,6110,0
10517,8762,1011,0,0,0,0,0,0,0,204,7,460,0,0,0,1634,1
10518,9709,0,0,0,277,0,0,0,0,282,17,656,0,0,0,2378,1
10522,10488,669,821,0,411,0,0,6666,0,402,0,0,0,0,0,3064,0
10526,10137,2194,1675,0,2062,0,4304,0,0,284,8,0,0,0,0,3824,4
10528,9980,2927,838,0,1501,0,5517,0,0,212,16,0,0,0,0,4594,4
10529,6355,6090,834,0,548,0,6853,0,0,359,0,0,0,0,0,3469,4
10530,0,0,982,0,0,0,0,0,0,198,14,0,0,25684,0,752,3
10531,0,0,0,0,857,0,0,0,10046,476,0,0,0,0,0,1010,2
10532,10166,6824,735,0,546,0,5562,0,0,441,22,0,0,0,0,5556,4
10533,0,2005,2221,0,825,0,0,478,7003,235,0,0,0,0,0,1741,2
10539,9667,0,536,0,1115,0,7491,0,0,359,14,0,0,0,0,3409,4
10540,10991,322,0,0,86,1828,0,5513,0,241,0,0,0,0,0,2894,0
10545,0,0,352,0,7,0,0,0,0,144,0,0,0,20460,0,691,3
10546,8705,0,0,0,27,0,0,0,0,214,15,337,0,0,0,2188,1
10548,0,4036,1033,0,590,0,7962,0,0,436,136,0,0,0,0,2702,5
10554,0,68,0,0,267,3047,7732,0,0,424,0,0,0,0,0,2171,5
10556,9099,1592,0,0,90,0,7908,0,0,289,23,0,0,0,0,6012,4
10561,8797,2271,1191,0,532,0,3433,0,0,271,8,0,0,0,0,7476,4
10564,9798,266,1003,0,981,0,3824,0,0,407,0,0,0,0,0,4148,4
10565,6863,0,1324,10620,115,1017,3689,0,0,0,7,0,0,0,0,4487,6
10566,0,688,0,0,714,8901,0,0,0,366,0,0,0,0,0,2265,5
10567,10616,1025,0,0,1027,1078,5282,2848,0,197,0,0,0,0,0,3287,4
10568,0,0,0,0,1010,0,0,10909,0,371,0,0,0,0,0,370,2
10570,6550,317,1554,0,1251,0,5138,0,0,534,0,94,0,0,0,4278,4
10571,0,0,419,0,16,0,0,0,0,188,33,0,0,20512,0,1461,3
10572,0,1903,1585,7878,1096,0,0,0,0,0,59,0,0,0,0,4427,6
10577,9376,340,488,0,278,6190,0,0,0,503,17,0,0,0,0,3290,1
10578,0,1700,0,0,647,2795,3785,0,0,309,0,0,0,0,0,2842,5
10579,10746,0,1202,0,541,0,5529,0,0,322,34,608,0,0,0,4244,4
10591,0,683,0,0,0,0,0,0,0,202,0,86,0,0,0,490,2
10594,10076,0,602,7610,101,0,7620,0,0,0,0,0,0,0,0,4757,6
10597,0,2878,0,0,327,0,0,0,0,310,0,0,0,0,0,1168,2
10598,0,1862,0,0,1065,0,0,0,0,340,0,0,0,0,0,1323,2
10601,0,4012,1138,0,105,0,0,0,5522,272,0,0,0,0,0,2773,2
10603,9580,715,0,0,27,0,0,0,0,544,0,0,0,0,0,1742,1
10604,0,0,0,0,33,0,0,0,0,314,0,0,0,0,0,1176,2
10606,0,0,0,0,516,0,0,0,0,427,0,0,0,0,0,742,2
10607,715,10281,1064,0,1136,0,3707,0,0,221,0,0,0,0,0,4828,5
10608,9346,1698,1021,0,482,0,0,4994,0,471,0,555,0,0,0,3296,0
10609,10104,0,0,0,872,0,0,0,0,401,0,0,0,0,0,2189,1
10615,10530,0,737,0,2289,0,0,7025,0,162,20,0,0,0,0,3224,0
10620,6835,4146,1038,0,664,0,5646,0,0,206,0,0,0,0,0,5579,4
10621,0,2304,0,0,0,0,0,0,0,293,0,0,0,0,0,403,2
10625,9967,845,1501,0,667,0,0,6349,0,291,8,0,0,0,0,3183,0
10628,10432,1965,1511,0,726,0,0,4418,0,354,119,718,0,0,0,3903,0
10629,10107,3166,692,0,847,0,0,5375,0,380,7,0,0,0,0,3119,0
10630,10064,673,0,0,0,0,0,0,0,222,9,383,0,0,0,1602,1
10631,7566,1906,1436,0,2744,1761,5249,0,0,314,16,0,0,0,0,3853,4
10633,8938,168,2194,7557,119,6881,0,0,0,0,0,617,0,0,0,3435,6
10634,0,439,993,0,0,0,0,0,0,239,0,0,0,25670,0,872,3
10636,1488,0,0,0,750,0,0,0,0,278,16,0,0,0,0,422,2
10637,0,0,664,0,110,0,0,0,6333,212,0,0,0,0,0,2449,2
10638,0,0,0,0,0,0,0,0,0,0,26971,0,0,0,2026,1176,8
10639,0,2005,0,0,281,0,0,0,0,236,0,0,0,0,0,609,2
10643,9501,758,0,0,0,0,0,0,0,356,0,0,0,0,0,2120,1
10648,0,3397,0,0,0,0,0,0,0,453,0,117,0,0,0,507,2
10649,9760,0,0,0,404,0,0,0,0,215,0,411,0,0,0,2435,1
10652,8722,2967,439,0,743,1777,0,5653,0,187,0,304,0,0,0,6487,0
10653,0,191,0,0,76,0,0,0,9934,184,0,66,0,0,0,1826,2
10656,10155,397,578,0,918,1637,0,1782,5366,376,0,0,0,0,0,3857,1
10657,9704,0,1650,0,63,0,6510,0,0,402,11,0,0,0,0,4859,4
10659,10033,361,1427,0,264,5222,0,0,0,348,8,0,0,0,0,6445,1
10660,10177,2235,619,0,481,0,5364,0,0,376,0,0,0,0,0,4052,4
10661,11305,2129,0,0,798,2337,5563,0,0,156,0,0,0,0,0,3238,4
10665,0,2768,2143,0,932,0,0,0,8312,436,0,0,0,0,0,1645,2
10666,10692,8028,583,0,1259,0,0,0,0,261,0,0,0,0,0,5026,1
10668,10068,763,428,6041,136,0,0,0,9789,0,0,0,0,0,0,3644,6
10669,8399,749,0,0,1341,0,0,0,0,352,96,383,0,0,0,2325,1
10670,0,0,0,0,0,0,0,0,0,392,0,0,0,0,0,762,2
10671,0,3321,0,0,613,0,0,0,0,409,0,0,0,0,0,219,2
10672,0,0,540,0,476,3954,3852,0,0,245,0,0,0,0,0,2902,5
10675,0,1410,0,0,16,0,0,0,0,538,0,77,0,0,0,2776,2
10680,10665,1399,0,0,0,0,0,0,0,337,10,0,0,0,0,1576,1
10682,0,3796,0,0,46,0,0,0,0,362,98,0,0,0,0,1188,2
10683,10427,36,766,0,65,0,0,7196,0,406,31,0,0,0,0,3217,0
10685,10265,0,0,0,78,0,0,0,0,356,0,379,0,0,0,3412,1
10688,0,1117,0,0,1098,3083,7058,0,0,206,0,0,0,0,0,810,5
10693,0,0,0,0,743,0,0,0,0,205,0,0,0,0,0,375,2
10698,10052,1414,2094,0,766,0,5912,0,0,245,0,0,0,0,0,3080,4
10702,0,848,0,0,0,0,0,0,0,247,0,47,0,0,0,486,2
10703,0,1006,2623,0,85,6462,0,0,0,343,0,0,0,0,0,4066,5
10704,9440,374,1428,0,1566,9001,0,0,0,218,134,721,0,0,0,3041,1
10705,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4339,426,8
10706,780,3245,0,0,153,0,0,0,0,213,12,0,0,0,0,4506,2
10707,0,0,0,0,430,10602,0,0,0,308,0,0,0,0,0,1210,5
10708,9774,26,1123,0,555,1065,5728,0,0,245,9,220,0,0,0,5048,4
10711,11207,2022,911,0,438,0,4501,0,0,259,9,159,0,0,0,4374,4
10712,0,0,1136,0,643,0,7496,0,0,171,0,0,0,0,0,1819,5
10713,9342,288,0,0,0,0,0,0,0,268,0,114,0,0,0,1626,1
10714,0,3204,0,0,0,0,0,0,0,452,0,0,0,0,0,784,2
10717,0,2990,0,0,0,0,0,0,0,175,0,0,0,0,0,236,2
10719,0,4307,1753,0,456,0,0,0,6943,372,67,0,0,0,0,1746,2
10720,0,1963,0,0,2044,0,0,0,0,353,0,0,0,0,0,308,2
10721,7650,1011,0,0,0,0,0,0,0,318,0,0,0,0,0,983,1
10722,8975,399,0,0,0,0,0,0,0,221,18,0,0,0,0,1866,1
10724,0,0,0,0,365,0,0,0,0,393,0,0,0,0,0,916,2
10725,10573,3345,1063,0,41,0,0,0,6513,430,0,832,0,0,0,3247,1
10726,9071,1300,0,0,0,0,0,0,0,212,0,0,0,0,0,956,1
10727,0,3346,2261,0,413,0,0,0,6387,439,7,0,0,0,0,1619,2
10728,0,0,0,0,310,0,0,0,0,300,0,0,0,0,0,590,2
10732,10097,674,0,0,0,0,0,0,0,397,20,0,0,0,0,1630,1
10735,0,2681,0,0,10,0,0,0,0,257,0,0,0,0,0,1201,2
10736,0,0,1827,0,766,0,0,0,5843,426,0,0,0,0,0,1442,2
10737,10075,0,0,0,662,2266,5833,0,0,197,0,0,0,0,0,4390,4
10739,0,2391,0,0,0,0,0,0,0,537,0,0,0,0,0,1209,2
10740,9378,3434,577,0,191,2811,0,0,0,231,14,0,0,0,0,5479,1
