time1,zhu1,time2,zhu2,time3,zhu3,A1,A2,A3,B1,B2,B3,C1,C2,C3,D1,D2,D3
25446,0,27146,0,27446,0,0,0,0,0,0,0,0,0,0,0,0,0
25450,0,27148,0,27450,0,0,0,0,0,0,0,0,0,0,0,0,0
25452,0,27150,0,27453,0,0,0,0,0,0,0,0,0,0,0,0,0
25453,0,27153,0,27458,0,0,0,0,0,0,0,0,0,0,0,0,0
25458,0,27155,0,27460,0,0,0,0,0,0,0,0,0,0,0,0,0
25459,0,27159,0,27465,0,0,0,0,0,0,0,0,0,0,0,0,0
25460,0,27160,0,27467,0,0,0,0,0,0,0,0,0,0,0,0,0
25465,0,27166,0,27468,0,0,0,0,0,0,0,0,0,0,0,0,0
25467,0,27167,0,27472,0,0,0,0,0,0,0,0,0,0,0,0,0
25472,0,27173,0,27474,0,0,0,0,0,0,0,0,0,0,0,0,0
25474,0,27180,0,27475,0,0,0,0,0,0,0,0,0,0,0,0,0
25479,0,27187,0,27479,0,0,0,0,0,0,0,0,0,0,0,0,0
25481,0,27194,0,27481,0,0,0,0,0,0,0,0,0,0,0,0,0
25486,0,27201,0,27482,0,0,0,0,0,0,0,0,0,0,0,0,0
25488,0,27208,0,27486,0,0,0,0,0,0,0,0,0,0,0,0,0
25493,0,27215,0,27488,0,0,0,0,0,0,0,0,0,0,0,0,0
25495,0,27220,0,27489,0,0,0,0,0,0,0,0,0,0,0,0,0
25500,0,27222,0,27490,0,0,0,0,0,0,0,0,0,0,0,0,0
25502,0,27229,0,27493,0,0,0,0,0,0,0,0,0,0,0,0,0
25507,0,27236,0,27495,0,0,0,0,0,0,0,0,0,0,0,0,0
25509,0,27243,0,27496,0,0,0,0,0,0,0,0,0,0,0,0,0
25514,0,27250,0,27499,0,0,0,0,0,0,0,0,0,0,0,0,0
25530,0,27257,0,27500,0,0,0,0,0,0,0,0,0,0,0,0,0
25539,0,27264,0,27503,0,0,0,0,0,0,0,0,0,0,0,0,0
25546,0,27271,0,27506,0,0,0,0,0,0,0,0,0,0,0,0,0
25553,0,27278,0,27507,0,0,0,0,0,0,0,0,0,0,0,0,0
25560,0,27285,0,27508,0,0,0,0,0,0,0,0,0,0,0,0,0
25567,0,27290,0,27510,0,0,0,0,0,0,0,0,0,0,0,0,0
25574,0,27292,0,27513,0,0,0,0,0,0,0,0,0,0,0,0,0
25581,0,27299,0,27514,0,0,0,0,0,0,0,0,0,0,0,0,0
25588,0,27300,0,27515,0,0,0,0,0,0,0,0,0,0,0,0,0
25595,0,27306,0,27517,0,0,0,0,0,0,0,0,0,0,0,0,0
25640,0,27308,0,27520,0,0,0,0,0,0,0,0,0,0,0,0,0
25649,0,27313,0,27521,0,0,0,0,0,0,0,0,0,0,0,0,0
25656,0,27315,0,27522,0,0,0,0,0,0,0,0,0,0,0,0,0
25663,0,27320,0,27524,0,0,0,0,0,0,0,0,0,0,0,0,0
25670,0,27322,0,27527,0,0,0,0,0,0,0,0,0,0,0,0,0
25677,0,27327,0,27528,0,0,0,0,0,0,0,0,0,0,0,0,0
25678,0,27329,0,27529,0,0,0,0,0,0,0,0,0,0,0,0,0
25684,0,27334,0,27531,0,0,0,0,0,0,0,0,0,0,0,0,0
25690,0,27336,0,27534,0,0,0,0,0,0,0,0,0,0,0,0,0
25691,0,27341,0,27536,0,0,0,0,0,0,0,0,0,0,0,0,0
25696,0,27343,0,27538,0,0,0,0,0,0,0,0,0,0,0,0,0
25698,0,27348,0,27540,0,0,0,0,0,0,0,0,0,0,0,0,0
25702,0,27350,0,27541,0,0,0,0,0,0,0,0,0,0,0,0,0
25705,0,27355,0,27543,0,0,0,0,0,0,0,0,0,0,0,0,0
25708,0,27357,0,27545,0,0,0,0,0,0,0,0,0,0,0,0,0
25712,0,27362,0,27548,0,0,0,0,0,0,0,0,0,0,0,0,0
25714,0,27364,0,27550,0,0,0,0,0,0,0,0,0,0,0,0,0
25719,0,27369,0,27554,0,0,0,0,0,0,0,0,0,0,0,0,0
25720,0,27371,0,27555,0,0,0,0,0,0,0,0,0,0,0,0,0
25726,0,27378,0,27557,0,0,0,0,0,0,0,0,0,0,0,0,0
25732,0,27385,0,27560,0,0,0,0,0,0,0,0,0,0,0,0,0
25738,0,27392,0,27562,0,0,0,0,0,0,0,0,0,0,0,0,0
25744,0,27399,0,27564,0,0,0,0,0,0,0,0,0,0,0,0,0
25800,0,27430,0,27566,0,0,0,0,0,0,0,0,0,0,0,0,0
25809,0,27439,0,27569,0,0,0,0,0,0,0,0,0,0,0,0,0
25816,0,27446,0,27570,0,0,0,0,0,0,0,0,0,0,0,0,0
25823,0,27453,0,27571,0,0,0,0,0,0,0,0,0,0,0,0,0
25830,0,27460,0,27572,0,0,0,0,0,0,0,0,0,0,0,0,0
25837,0,27467,0,27576,0,0,0,0,0,0,0,0,0,0,0,0,0
25844,0,27474,0,27578,0,0,0,0,0,0,0,0,0,0,0,0,0
25851,0,27481,0,27579,0,0,0,0,0,0,0,0,0,0,0,0,0
25858,0,27488,0,27583,0,0,0,0,0,0,0,0,0,0,0,0,0
25860,0,27495,0,27584,0,0,0,0,0,0,0,0,0,0,0,0,0
25865,0,27502,0,27585,0,0,0,0,0,0,0,0,0,0,0,0,0
25868,0,27509,0,27586,0,0,0,0,0,0,0,0,0,0,0,0,0
25872,0,27520,0,27590,0,0,0,0,0,0,0,0,0,0,0,0,0
25875,0,27529,0,27593,0,0,0,0,0,0,0,0,0,0,0,0,0
25879,0,27536,0,27596,0,0,0,0,0,0,0,0,0,0,0,0,0
25882,0,27543,0,27600,0,0,0,0,0,0,0,0,0,0,0,0,0
25886,0,27550,0,27602,0,0,0,0,0,0,0,0,0,0,0,0,0
25889,0,27557,0,27607,0,0,0,0,0,0,0,0,0,0,0,0,0
25893,0,27564,0,27608,0,0,0,0,0,0,0,0,0,0,0,0,0
25896,0,27571,0,27614,0,0,0,0,0,0,0,0,0,0,0,0,0
25900,0,27578,0,27621,0,0,0,0,0,0,0,0,0,0,0,0,0
25903,0,27585,0,27628,0,0,0,0,0,0,0,0,0,0,0,0,0
25908,0,27592,0,27635,0,0,0,0,0,0,0,0,0,0,0,0,0
25910,0,27599,0,27642,0,0,0,0,0,0,0,0,0,0,0,0,0
25915,0,27600,0,27649,0,0,0,0,0,0,0,0,0,0,0,0,0
25917,0,27606,0,27656,0,0,0,0,0,0,0,0,0,0,0,0,0
25919,0,27607,0,27663,0,0,0,0,0,0,0,0,0,0,0,0,0
25922,0,27608,0,27690,0,0,0,0,0,0,0,0,0,0,0,0,0
25924,0,27615,0,27698,0,0,0,0,0,0,0,0,0,0,0,0,0
25926,0,27622,0,27699,0,0,0,0,0,0,0,0,0,0,0,0,0
25929,0,27629,0,27705,0,0,0,0,0,0,0,0,0,0,0,0,0
25931,0,27636,0,27706,0,0,0,0,0,0,0,0,0,0,0,0,0
25933,0,27643,0,27712,0,0,0,0,0,0,0,0,0,0,0,0,0
25936,0,27650,0,27713,0,0,0,0,0,0,0,0,0,0,0,0,0
25938,0,27657,0,27719,0,0,0,0,0,0,0,0,0,0,0,0,0
25940,0,27664,0,27720,0,0,0,0,0,0,0,0,0,0,0,0,0
25943,0,27700,0,27726,0,0,0,0,0,0,0,0,0,0,0,0,0
25947,0,27709,0,27727,0,0,0,0,0,0,0,0,0,0,0,0,0
25950,0,27716,0,27733,0,0,0,0,0,0,0,0,0,0,0,0,0
25954,0,27723,0,27734,0,0,0,0,0,0,0,0,0,0,0,0,0
25957,0,27730,0,27740,0,0,0,0,0,0,0,0,0,0,0,0,0
25961,0,27737,0,27741,0,0,0,0,0,0,0,0,0,0,0,0,0
25964,0,27744,0,27747,0,0,0,0,0,0,0,0,0,0,0,0,0
25968,0,27751,0,27748,0,0,0,0,0,0,0,0,0,0,0,0,0
25970,0,27758,0,27754,0,0,0,0,0,0,0,0,0,0,0,0,0
25971,0,27765,0,27755,0,0,0,0,0,0,0,0,0,0,0,0,0
25975,0,27900,0,27762,0,0,0,0,0,0,0,0,0,0,0,0,0
25978,0,27909,0,27769,0,0,0,0,0,0,0,0,0,0,0,0,0
25979,0,27910,0,27776,0,0,0,0,0,0,0,0,0,0,0,0,0
25986,0,27916,0,27783,0,0,0,0,0,0,0,0,0,0,0,0,0
25993,0,27918,0,27850,0,0,0,0,0,0,0,0,0,0,0,0,0
26000,0,27920,0,27858,0,0,0,0,0,0,0,0,0,0,0,0,0
26007,0,27923,0,27865,0,0,0,0,0,0,0,0,0,0,0,0,0
26014,0,27925,0,27872,0,0,0,0,0,0,0,0,0,0,0,0,0
26021,0,27928,0,27879,0,0,0,0,0,0,0,0,0,0,0,0,0
26028,0,27930,0,27880,0,0,0,0,0,0,0,0,0,0,0,0,0
26035,0,27932,0,27886,0,0,0,0,0,0,0,0,0,0,0,0,0
26042,0,27935,0,27889,0,0,0,0,0,0,0,0,0,0,0,0,0
26049,0,27937,0,27893,0,0,0,0,0,0,0,0,0,0,0,0,0
26060,0,27939,0,27896,0,0,0,0,0,0,0,0,0,0,0,0,0
26068,0,27942,0,27900,0,0,0,0,0,0,0,0,0,0,0,0,0
26075,0,27944,0,27903,0,0,0,0,0,0,0,0,0,0,0,0,0
26082,0,27946,0,27907,0,0,0,0,0,0,0,0,0,0,0,0,0
26089,0,27949,0,27908,0,0,0,0,0,0,0,0,0,0,0,0,0
26090,0,27951,0,27910,0,0,0,0,0,0,0,0,0,0,0,0,0
26096,0,27953,0,27914,0,0,0,0,0,0,0,0,0,0,0,0,0
26099,0,27956,0,27915,0,0,0,0,0,0,0,0,0,0,0,0,0
26103,0,27958,0,27917,0,0,0,0,0,0,0,0,0,0,0,0,0
26106,0,27960,0,27921,0,0,0,0,0,0,0,0,0,0,0,0,0
26110,0,27963,0,27922,0,0,0,0,0,0,0,0,0,0,0,0,0
26113,0,27965,0,27924,0,0,0,0,0,0,0,0,0,0,0,0,0
26117,0,27967,0,27928,0,0,0,0,0,0,0,0,0,0,0,0,0
26118,0,27970,0,27929,0,0,0,0,0,0,0,0,0,0,0,0,0
26119,0,27972,0,27931,0,0,0,0,0,0,0,0,0,0,0,0,0
26120,0,27974,0,27936,0,0,0,0,0,0,0,0,0,0,0,0,0
26124,0,27977,0,27938,0,0,0,0,0,0,0,0,0,0,0,0,0
26125,0,27979,0,27940,0,0,0,0,0,0,0,0,0,0,0,0,0
26126,0,27981,0,27943,0,0,0,0,0,0,0,0,0,0,0,0,0
26127,0,27984,0,27945,0,0,0,0,0,0,0,0,0,0,0,0,0
26131,0,27986,0,27948,0,0,0,0,0,0,0,0,0,0,0,0,0
26132,0,27988,0,27950,0,0,0,0,0,0,0,0,0,0,0,0,0
26133,0,27991,0,27952,0,0,0,0,0,0,0,0,0,0,0,0,0
26134,0,27998,0,27955,0,0,0,0,0,0,0,0,0,0,0,0,0
26138,0,28005,0,27957,0,0,0,0,0,0,0,0,0,0,0,0,0
26139,0,28050,0,27959,0,0,0,0,0,0,0,0,0,0,0,0,0
26140,0,28059,0,27960,0,0,0,0,0,0,0,0,0,0,0,0,0
26141,0,28066,0,27962,0,0,0,0,0,0,0,0,0,0,0,0,0
26146,0,28070,0,27964,0,0,0,0,0,0,0,0,0,0,0,0,0
26147,0,28073,0,27966,0,0,0,0,0,0,0,0,0,0,0,0,0
26148,0,28079,0,27968,0,0,0,0,0,0,0,0,0,0,0,0,0
26153,0,28080,0,27969,0,0,0,0,0,0,0,0,0,0,0,0,0
26154,0,28087,0,27971,0,0,0,0,0,0,0,0,0,0,0,0,0
26155,0,28089,0,27975,0,0,0,0,0,0,0,0,0,0,0,0,0
26160,0,28094,0,27976,0,0,0,0,0,0,0,0,0,0,0,0,0
26161,0,28095,0,27978,0,0,0,0,0,0,0,0,0,0,0,0,0
26162,0,28096,0,27982,0,0,0,0,0,0,0,0,0,0,0,0,0
26167,0,28101,0,27983,0,0,0,0,0,0,0,0,0,0,0,0,0
26168,0,28103,0,27985,0,0,0,0,0,0,0,0,0,0,0,0,0
26169,0,28108,0,27989,0,0,0,0,0,0,0,0,0,0,0,0,0
26174,0,28110,0,27990,0,0,0,0,0,0,0,0,0,0,0,0,0
26175,0,28111,0,27996,0,0,0,0,0,0,0,0,0,0,0,0,0
26181,0,28115,0,27997,0,0,0,0,0,0,0,0,0,0,0,0,0
26182,0,28117,0,28003,0,0,0,0,0,0,0,0,0,0,0,0,0
26188,0,28119,0,28004,0,0,0,0,0,0,0,0,0,0,0,0,0
26189,0,28122,0,28010,0,0,0,0,0,0,0,0,0,0,0,0,0
26195,0,28125,0,28017,0,0,0,0,0,0,0,0,0,0,0,0,0
26290,0,28127,0,28018,0,0,0,0,0,0,0,0,0,0,0,0,0
26299,0,28129,0,28024,0,0,0,0,0,0,0,0,0,0,0,0,0
26300,0,28130,0,28030,0,0,0,0,0,0,0,0,0,0,0,0,0
26306,0,28133,0,28031,0,0,0,0,0,0,0,0,0,0,0,0,0
26309,0,28135,0,28036,0,0,0,0,0,0,0,0,0,0,0,0,0
26313,0,28138,0,28038,0,0,0,0,0,0,0,0,0,0,0,0,0
26316,0,28141,0,28040,0,0,0,0,0,0,0,0,0,0,0,0,0
26320,0,28143,0,28042,0,0,0,0,0,0,0,0,0,0,0,0,0
26323,0,28144,0,28045,0,0,0,0,0,0,0,0,0,0,0,0,0
26327,0,28149,0,28048,0,0,0,0,0,0,0,0,0,0,0,0,0
26330,0,28150,0,28054,0,0,0,0,0,0,0,0,0,0,0,0,0
26334,0,28151,0,28055,0,0,0,0,0,0,0,0,0,0,0,0,0
26337,0,28156,0,28060,0,0,0,0,0,0,0,0,0,0,0,0,0
26341,0,28157,0,28062,0,0,0,0,0,0,0,0,0,0,0,0,0
26344,0,28159,0,28066,0,0,0,0,0,0,0,0,0,0,0,0,0
26348,0,28162,0,28069,0,0,0,0,0,0,0,0,0,0,0,0,0
26351,0,28164,0,28076,0,0,0,0,0,0,0,0,0,0,0,0,0
26355,0,28168,0,28083,0,0,0,0,0,0,0,0,0,0,0,0,0
26358,0,28171,0,28090,0,0,0,0,0,0,0,0,0,0,0,0,0
26365,0,28174,0,28097,0,0,0,0,0,0,0,0,0,0,0,0,0
26372,0,28180,0,28104,0,0,0,0,0,0,0,0,0,0,0,0,0
26379,0,28186,0,28111,0,0,0,0,0,0,0,0,0,0,0,0,0
26386,0,28192,0,28118,0,0,0,0,0,0,0,0,0,0,0,0,0
26400,0,28198,0,28125,0,0,0,0,0,0,0,0,0,0,0,0,0
26409,0,28250,0,28240,0,0,0,0,0,0,0,0,0,0,0,0,0
26416,0,28259,0,28249,0,0,0,0,0,0,0,0,0,0,0,0,0
26423,0,28266,0,28256,0,0,0,0,0,0,0,0,0,0,0,0,0
26430,0,28273,0,28263,0,0,0,0,0,0,0,0,0,0,0,0,0
26437,0,28280,0,28270,0,0,0,0,0,0,0,0,0,0,0,0,0
26444,0,28287,0,28277,0,0,0,0,0,0,0,0,0,0,0,0,0
26451,0,28294,0,28284,0,0,0,0,0,0,0,0,0,0,0,0,0
26458,0,28301,0,28291,0,0,0,0,0,0,0,0,0,0,0,0,0
26465,0,28308,0,28298,0,0,0,0,0,0,0,0,0,0,0,0,0
26472,0,28315,0,28305,0,0,0,0,0,0,0,0,0,0,0,0,0
26479,0,28322,0,28310,0,0,0,0,0,0,0,0,0,0,0,0,0
26480,0,28350,0,28318,0,0,0,0,0,0,0,0,0,0,0,0,0
26486,0,28358,0,28325,0,0,0,0,0,0,0,0,0,0,0,0,0
26489,0,28359,0,28332,0,0,0,0,0,0,0,0,0,0,0,0,0
26496,0,28365,0,28339,0,0,0,0,0,0,0,0,0,0,0,0,0
26503,0,28366,0,28346,0,0,0,0,0,0,0,0,0,0,0,0,0
26510,0,28372,0,28353,0,0,0,0,0,0,0,0,0,0,0,0,0
26517,0,28373,0,28360,0,0,0,0,0,0,0,0,0,0,0,0,0
26520,0,28379,0,28367,0,0,0,0,0,0,0,0,0,0,0,0,0
26524,0,28380,0,28374,0,0,0,0,0,0,0,0,0,0,0,0,0
26529,0,28386,0,28381,0,0,0,0,0,0,0,0,0,0,0,0,0
26531,0,28387,0,28388,0,0,0,0,0,0,0,0,0,0,0,0,0
26536,0,28388,0,28430,0,0,0,0,0,0,0,0,0,0,0,0,0
26538,0,28393,0,28439,0,0,0,0,0,0,0,0,0,0,0,0,0
26543,0,28394,0,28446,0,0,0,0,0,0,0,0,0,0,0,0,0
26545,0,28395,0,28453,0,0,0,0,0,0,0,0,0,0,0,0,0
26550,0,28400,0,28460,0,0,0,0,0,0,0,0,0,0,0,0,0
26552,0,28401,0,28467,0,0,0,0,0,0,0,0,0,0,0,0,0
26557,0,28402,0,28474,0,0,0,0,0,0,0,0,0,0,0,0,0
26559,0,28407,0,28481,0,0,0,0,0,0,0,0,0,0,0,0,0
26564,0,28408,0,28488,0,0,0,0,0,0,0,0,0,0,0,0,0
26571,0,28409,0,28490,0,0,0,0,0,0,0,0,0,0,0,0,0
26578,0,28414,0,28495,0,0,0,0,0,0,0,0,0,0,0,0,0
26585,0,28415,0,28499,0,0,0,0,0,0,0,0,0,0,0,0,0
26590,0,28416,0,28502,0,0,0,0,0,0,0,0,0,0,0,0,0
26592,0,28421,0,28506,0,0,0,0,0,0,0,0,0,0,0,0,0
26598,0,28422,0,28509,0,0,0,0,0,0,0,0,0,0,0,0,0
26599,0,28423,0,28513,0,0,0,0,0,0,0,0,0,0,0,0,0
26604,0,28428,0,28520,0,0,0,0,0,0,0,0,0,0,0,0,0
26610,0,28430,0,28527,0,0,0,0,0,0,0,0,0,0,0,0,0
26616,0,28437,0,28530,0,0,0,0,0,0,0,0,0,0,0,0,0
26619,0,28440,0,28534,0,0,0,0,0,0,0,0,0,0,0,0,0
26620,0,28444,0,28539,0,0,0,0,0,0,0,0,0,0,0,0,0
26622,0,28448,0,28541,0,0,0,0,0,0,0,0,0,0,0,0,0
26626,0,28451,0,28547,0,0,0,0,0,0,0,0,0,0,0,0,0
26628,0,28454,0,28548,0,0,0,0,0,0,0,0,0,0,0,0,0
26630,0,28458,0,28555,0,0,0,0,0,0,0,0,0,0,0,0,0
26633,0,28460,0,28562,0,0,0,0,0,0,0,0,0,0,0,0,0
26634,0,28465,0,28563,0,0,0,0,0,0,0,0,0,0,0,0,0
26635,0,28466,0,28569,0,0,0,0,0,0,0,0,0,0,0,0,0
26638,0,28472,0,28571,0,0,0,0,0,0,0,0,0,0,0,0,0
26640,0,28478,0,28576,0,0,0,0,0,0,0,0,0,0,0,0,0
26642,0,28484,0,28579,0,0,0,0,0,0,0,0,0,0,0,0,0
26645,0,28490,0,28587,0,0,0,0,0,0,0,0,0,0,0,0,0
26646,0,28496,0,28595,0,0,0,0,0,0,0,0,0,0,0,0,0
26647,0,28502,0,28603,0,0,0,0,0,0,0,0,0,0,0,0,0
26649,0,28508,0,28611,0,0,0,0,0,0,0,0,0,0,0,0,0
26652,0,28540,0,28619,0,0,0,0,0,0,0,0,0,0,0,0,0
26654,0,28548,0,28627,0,0,0,0,0,0,0,0,0,0,0,0,0
26656,0,28555,0,28630,0,0,0,0,0,0,0,0,0,0,0,0,0
26659,0,28562,0,28638,0,0,0,0,0,0,0,0,0,0,0,0,0
26661,0,28569,0,28640,0,0,0,0,0,0,0,0,0,0,0,0,0
26663,0,28576,0,28645,0,0,0,0,0,0,0,0,0,0,0,0,0
26666,0,28583,0,28649,0,0,0,0,0,0,0,0,0,0,0,0,0
26668,0,28590,0,28652,0,0,0,0,0,0,0,0,0,0,0,0,0
26670,0,28597,0,28656,0,0,0,0,0,0,0,0,0,0,0,0,0
26673,0,28598,0,28659,0,0,0,0,0,0,0,0,0,0,0,0,0
26675,0,28604,0,28663,0,0,0,0,0,0,0,0,0,0,0,0,0
26677,0,28610,0,28666,0,0,0,0,0,0,0,0,0,0,0,0,0
26680,0,28611,0,28670,0,0,0,0,0,0,0,0,0,0,0,0,0
26684,0,28616,0,28673,0,0,0,0,0,0,0,0,0,0,0,0,0
26687,0,28618,0,28677,0,0,0,0,0,0,0,0,0,0,0,0,0
26691,0,28622,0,28680,0,0,0,0,0,0,0,0,0,0,0,0,0
26694,0,28628,0,28684,0,0,0,0,0,0,0,0,0,0,0,0,0
26698,0,28634,0,28687,0,0,0,0,0,0,0,0,0,0,0,0,0
26701,0,28640,0,28691,0,0,0,0,0,0,0,0,0,0,0,0,0
26708,0,28646,0,28694,0,0,0,0,0,0,0,0,0,0,0,0,0
26770,0,28652,0,28698,0,0,0,0,0,0,0,0,0,0,0,0,0
26779,0,28658,0,28701,0,0,0,0,0,0,0,0,0,0,0,0,0
26786,0,28664,0,28705,0,0,0,0,0,0,0,0,0,0,0,0,0
26793,0,28670,0,28710,0,0,0,0,0,0,0,0,0,0,0,0,0
26800,0,28690,0,28712,0,0,0,0,0,0,0,0,0,0,0,0,0
26807,0,28698,0,28718,0,0,0,0,0,0,0,0,0,0,0,0,0
26809,0,28705,0,28719,0,0,0,0,0,0,0,0,0,0,0,0,0
26814,0,28712,0,28725,0,0,0,0,0,0,0,0,0,0,0,0,0
26816,0,28719,0,28732,0,0,0,0,0,0,0,0,0,0,0,0,0
26821,0,28726,0,28739,0,0,0,0,0,0,0,0,0,0,0,0,0
26823,0,28733,0,28746,0,0,0,0,0,0,0,0,0,0,0,0,0
26828,0,28740,0,28753,0,0,0,0,0,0,0,0,0,0,0,0,0
26830,0,28747,0,28760,0,0,0,0,0,0,0,0,0,0,0,0,0
26835,0,28754,0,28767,0,0,0,0,0,0,0,0,0,0,0,0,0
26837,0,28761,0,28768,0,0,0,0,0,0,0,0,0,0,0,0,0
26842,0,28768,0,28774,0,0,0,0,0,0,0,0,0,0,0,0,0
26844,0,28820,0,28775,0,0,0,0,0,0,0,0,0,0,0,0,0
26849,0,28828,0,28781,0,0,0,0,0,0,0,0,0,0,0,0,0
26851,0,28835,0,28782,0,0,0,0,0,0,0,0,0,0,0,0,0
26856,0,28840,0,28788,0,0,0,0,0,0,0,0,0,0,0,0,0
26858,0,28842,0,28789,0,0,0,0,0,0,0,0,0,0,0,0,0
26865,0,28848,0,28790,0,0,0,0,0,0,0,0,0,0,0,0,0
26872,0,28849,0,28796,0,0,0,0,0,0,0,0,0,0,0,0,0
26879,0,28850,0,28799,0,0,0,0,0,0,0,0,0,0,0,0,0
26920,0,28855,0,28803,0,0,0,0,0,0,0,0,0,0,0,0,0
26928,0,28856,0,28806,0,0,0,0,0,0,0,0,0,0,0,0,0
26935,0,28859,0,28810,0,0,0,0,0,0,0,0,0,0,0,0,0
26942,0,28862,0,28813,0,0,0,0,0,0,0,0,0,0,0,0,0
26949,0,28863,0,28817,0,0,0,0,0,0,0,0,0,0,0,0,0
26956,0,28866,0,28820,0,0,0,0,0,0,0,0,0,0,0,0,0
26963,0,28869,0,28824,0,0,0,0,0,0,0,0,0,0,0,0,0
26970,0,28870,0,28827,0,0,0,0,0,0,0,0,0,0,0,0,0
26977,0,28873,0,28831,0,0,0,0,0,0,0,0,0,0,0,0,0
26978,0,28876,0,28834,0,0,0,0,0,0,0,0,0,0,0,0,0
26979,0,28877,0,28838,0,0,0,0,0,0,0,0,0,0,0,0,0
26984,0,28879,0,28841,0,0,0,0,0,0,0,0,0,0,0,0,0
26985,0,28880,0,28845,0,0,0,0,0,0,0,0,0,0,0,0,0
26986,0,28881,0,28847,0,0,0,0,0,0,0,0,0,0,0,0,0
26990,0,28883,0,28848,0,0,0,0,0,0,0,0,0,0,0,0,0
26991,0,28884,0,28850,0,0,0,0,0,0,0,0,0,0,0,0,0
26992,0,28887,0,28855,0,0,0,0,0,0,0,0,0,0,0,0,0
26993,0,28890,0,28858,0,0,0,0,0,0,0,0,0,0,0,0,0
26998,0,28891,0,28862,0,0,0,0,0,0,0,0,0,0,0,0,0
26999,0,28894,0,28865,0,0,0,0,0,0,0,0,0,0,0,0,0
27000,0,28895,0,28869,0,0,0,0,0,0,0,0,0,0,0,0,0
27005,0,28897,0,28870,0,0,0,0,0,0,0,0,0,0,0,0,0
27006,0,28898,0,28871,0,0,0,0,0,0,0,0,0,0,0,0,0
27007,0,28901,0,28872,0,0,0,0,0,0,0,0,0,0,0,0,0
27008,0,28902,0,28874,0,0,0,0,0,0,0,0,0,0,0,0,0
27012,0,28903,0,28875,0,0,0,0,0,0,0,0,0,0,0,0,0
27013,0,28904,0,28876,0,0,0,0,0,0,0,0,0,0,0,0,0
27014,0,28905,0,28878,0,0,0,0,0,0,0,0,0,0,0,0,0
27019,0,28907,0,28879,0,0,0,0,0,0,0,0,0,0,0,0,0
27020,0,28908,0,28880,0,0,0,0,0,0,0,0,0,0,0,0,0
27021,0,28910,0,28881,0,0,0,0,0,0,0,0,0,0,0,0,0
27026,0,28911,0,28882,0,0,0,0,0,0,0,0,0,0,0,0,0
